"""n°_transaction""",date,type,details,selection,description,pièce,billet,carte_bancaire,fidélitée,prix,insérée,rendue
58948.0,2024-12-29 11:23:37,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58947.0,2024-12-29 11:20:07,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58946.0,2024-12-29 11:07:20,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58945.0,2024-12-29 10:59:07,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58944.0,2024-12-29 10:56:26,démarrage,*,13.0,Machine 8 kg,0.0,0,0.0,0,4.5,4.5,0.0
58943.0,2024-12-29 10:46:44,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58942.0,2024-12-29 10:45:23,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58941.0,2024-12-29 10:33:36,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58940.0,2024-12-29 10:32:19,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58939.0,2024-12-29 10:25:08,démarrage,*,14.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58938.0,2024-12-29 10:19:30,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58937.0,2024-12-29 10:13:55,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58936.0,2024-12-29 10:08:20,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58935.0,2024-12-29 10:07:50,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58934.0,2024-12-29 10:01:34,démarrage,*,13.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58933.0,2024-12-29 09:58:57,démarrage,*,12.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58932.0,2024-12-29 09:53:28,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58931.0,2024-12-29 09:52:41,démarrage,*,22.0,Séchoir ,0.0,10,0.0,0,2.5,10.0,7.5
58930.0,2024-12-29 09:26:31,démarrage,*,14.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58929.0,2024-12-28 18:29:27,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58928.0,2024-12-28 18:29:04,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58927.0,2024-12-28 18:28:52,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58926.0,2024-12-28 18:28:36,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58925.0,2024-12-28 18:28:24,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58924.0,2024-12-28 18:28:10,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58923.0,2024-12-28 18:09:04,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58922.0,2024-12-28 18:02:34,démarrage,*,22.0,Séchoir ,0.0,5,0.0,0,2.5,5.0,2.5
58921.0,2024-12-28 17:55:14,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58920.0,2024-12-28 17:48:11,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.6,0.1
58919.0,2024-12-28 17:46:35,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58918.0,2024-12-28 17:46:11,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58917.0,2024-12-28 17:40:53,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58916.0,2024-12-28 17:26:20,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58915.0,2024-12-28 17:14:00,démarrage,*,14.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58914.0,2024-12-28 17:13:37,démarrage,*,13.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58913.0,2024-12-28 16:42:12,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58912.0,2024-12-28 16:01:51,démarrage,*,14.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58911.0,2024-12-28 16:01:26,démarrage,*,12.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58910.0,2024-12-28 15:55:49,démarrage,*,30.0,Assouplissant ,0.0,0,0.0,0,1.2,1.2,0.0
58909.0,2024-12-28 15:55:10,démarrage,*,30.0,Assouplissant ,0.0,0,0.0,0,1.2,1.2,0.0
58908.0,2024-12-28 15:53:59,démarrage,*,34.0,Lessive  ,0.0,0,0.0,0,1.2,1.5,0.3
58907.0,2024-12-28 15:48:31,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58906.0,2024-12-28 15:40:14,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58905.0,2024-12-28 15:31:20,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58904.0,2024-12-28 15:24:43,démarrage,*,33.0,Détachant ,2.0,0,0.0,0,1.2,2.0,0.8
58903.0,2024-12-28 14:59:20,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58902.0,2024-12-28 14:56:46,démarrage,*,34.0,Lessive  ,0.0,0,1.2,0,1.2,1.2,0.0
58901.0,2024-12-28 14:35:36,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58900.0,2024-12-28 14:15:42,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58899.0,2024-12-28 14:15:28,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58898.0,2024-12-28 14:06:07,démarrage,*,21.0,Séchoir ,0.0,10,0.0,0,2.5,10.0,7.5
58897.0,2024-12-28 14:05:48,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58896.0,2024-12-28 13:18:09,démarrage,*,12.0,Machine 8 kg,0.0,5,0.0,0,4.5,5.0,0.5
58895.0,2024-12-28 12:41:06,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58894.0,2024-12-28 12:28:19,démarrage,*,22.0,Séchoir ,0.0,10,0.0,0,2.5,10.0,7.5
58893.0,2024-12-28 11:29:39,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58892.0,2024-12-28 11:21:03,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58891.0,2024-12-28 11:18:21,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58890.0,2024-12-28 11:13:36,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58889.0,2024-12-28 11:08:28,démarrage,*,22.0,Séchoir ,0.0,5,0.0,0,2.5,5.0,2.5
58888.0,2024-12-28 10:43:57,démarrage,*,13.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58887.0,2024-12-28 10:25:04,démarrage,*,12.0,Machine 8 kg,0.0,5,0.0,0,4.5,5.0,0.5
58886.0,2024-12-28 10:13:53,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58885.0,2024-12-28 10:00:28,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58884.0,2024-12-28 09:44:41,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58883.0,2024-12-28 09:44:19,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58882.0,2024-12-28 09:43:56,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58881.0,2024-12-28 09:27:57,démarrage,*,13.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58880.0,2024-12-28 08:52:49,démarrage,*,12.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58879.0,2024-12-28 08:52:20,démarrage,*,11.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58878.0,2024-12-28 08:51:10,démarrage,*,10.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58877.0,2024-12-28 06:35:17,démarrage,*,13.0,Machine 8 kg,0.0,0,0.0,0,4.5,4.5,0.0
58876.0,2024-12-27 20:01:42,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58875.0,2024-12-27 20:01:04,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58874.0,2024-12-27 18:54:42,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58873.0,2024-12-27 18:52:46,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58872.0,2024-12-27 18:04:42,démarrage,*,12.0,Machine 8 kg,0.0,10,0.0,0,4.5,10.0,5.5
58871.0,2024-12-27 18:04:24,démarrage,*,11.0,Machine 8 kg,0.0,0,0.0,0,4.5,4.5,0.0
58870.0,2024-12-27 18:03:55,démarrage,*,10.0,Machine 8 kg,0.0,10,0.0,0,4.5,10.0,5.5
58869.0,2024-12-27 16:52:07,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58868.0,2024-12-27 16:51:41,démarrage,*,23.0,Séchoir ,3.0,0,0.0,0,2.5,3.0,0.5
58867.0,2024-12-27 16:50:41,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58866.0,2024-12-27 16:50:21,démarrage,*,21.0,Séchoir ,3.0,0,0.0,0,2.5,3.0,0.5
58865.0,2024-12-27 16:36:27,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58864.0,2024-12-27 16:33:13,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58863.0,2024-12-27 16:26:12,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58862.0,2024-12-27 16:23:09,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58861.0,2024-12-27 16:10:23,démarrage,*,14.0,Machine 16 kg,0.0,20,0.0,0,9.0,20.0,11.0
58860.0,2024-12-27 16:09:35,démarrage,*,23.0,Séchoir ,3.0,0,0.0,0,2.5,3.0,0.5
58859.0,2024-12-27 16:09:08,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58858.0,2024-12-27 16:08:24,démarrage,*,34.0,Lessive  ,0.0,10,0.0,0,1.2,10.0,8.8
58857.0,2024-12-27 16:07:17,démarrage,*,33.0,Détachant ,2.0,0,0.0,0,1.2,2.0,0.8
58856.0,2024-12-27 16:06:42,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58855.0,2024-12-27 16:06:02,démarrage,*,21.0,Séchoir ,0.0,10,0.0,0,2.5,10.0,7.5
58854.0,2024-12-27 15:54:52,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58853.0,2024-12-27 15:43:44,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58852.0,2024-12-27 15:40:44,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58851.0,2024-12-27 15:37:49,démarrage,*,11.0,Machine 8 kg,0.0,0,0.0,0,4.5,4.5,0.0
58850.0,2024-12-27 15:34:50,démarrage,*,34.0,Lessive  ,0.0,10,0.0,0,1.2,10.0,8.8
58849.0,2024-12-27 15:27:35,démarrage,*,15.0,Machine 16 kg,0.0,10,0.0,0,9.0,10.0,1.0
58848.0,2024-12-27 15:11:55,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58847.0,2024-12-27 14:59:49,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58846.0,2024-12-27 14:48:03,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58845.0,2024-12-27 14:47:16,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58844.0,2024-12-27 14:34:43,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58843.0,2024-12-27 14:34:29,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58842.0,2024-12-27 14:10:46,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58841.0,2024-12-27 14:10:24,démarrage,*,21.0,Séchoir ,3.0,0,0.0,0,2.5,3.0,0.5
58840.0,2024-12-27 13:55:56,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58839.0,2024-12-27 13:40:47,démarrage,*,14.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58838.0,2024-12-27 13:38:34,démarrage,*,34.0,Lessive  ,0.0,0,1.2,0,1.2,1.2,0.0
58837.0,2024-12-27 13:13:37,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58836.0,2024-12-27 13:12:08,démarrage,*,15.0,Machine 16 kg,9.0,0,0.0,0,9.0,9.0,0.0
58835.0,2024-12-27 13:02:25,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58834.0,2024-12-27 12:58:56,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58833.0,2024-12-27 12:56:28,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58832.0,2024-12-27 12:43:46,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58831.0,2024-12-27 12:23:23,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58830.0,2024-12-27 11:39:37,démarrage,*,14.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58829.0,2024-12-27 11:27:27,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58828.0,2024-12-27 11:23:55,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58827.0,2024-12-27 11:14:34,démarrage,*,35.0,Lessive  ,0.0,10,0.0,0,1.2,10.0,8.8
58826.0,2024-12-27 11:13:42,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58825.0,2024-12-27 11:13:33,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58824.0,2024-12-27 10:59:25,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58823.0,2024-12-27 10:22:02,démarrage,*,12.0,Machine 8 kg,0.0,10,0.0,0,4.5,10.0,5.5
58822.0,2024-12-27 10:20:56,démarrage,*,35.0,Lessive  ,0.0,0,0.0,0,1.2,1.2,0.0
58821.0,2024-12-27 10:08:59,démarrage,*,11.0,Machine 8 kg,6.0,0,0.0,0,4.5,6.0,1.5
58820.0,2024-12-27 10:08:38,démarrage,*,14.0,Machine 16 kg,9.0,0,0.0,0,9.0,9.0,0.0
58819.0,2024-12-27 10:07:05,démarrage,*,32.0,Détachant ,0.0,0,0.0,0,1.2,1.2,0.0
58818.0,2024-12-27 10:06:25,démarrage,*,33.0,Détachant ,2.0,0,0.0,0,1.2,2.0,0.8
58817.0,2024-12-27 10:06:09,démarrage,*,33.0,Détachant ,0.0,0,0.0,0,1.2,1.2,0.0
58816.0,2024-12-27 10:05:23,démarrage,*,33.0,Détachant ,0.0,20,0.0,0,1.2,20.0,18.8
58815.0,2024-12-27 09:59:04,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58814.0,2024-12-27 09:58:50,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58813.0,2024-12-27 09:58:33,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58812.0,2024-12-27 09:58:12,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58811.0,2024-12-27 09:57:51,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58810.0,2024-12-27 09:53:39,démarrage,*,13.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58809.0,2024-12-27 09:36:52,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58808.0,2024-12-27 09:15:17,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58807.0,2024-12-27 09:14:08,démarrage,*,33.0,Détachant ,0.0,0,1.2,0,1.2,1.2,0.0
58806.0,2024-12-27 09:13:43,démarrage,*,14.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58805.0,2024-12-27 08:42:46,démarrage,*,13.0,Machine 8 kg,0.0,10,0.0,0,4.5,10.0,5.5
58804.0,2024-12-26 19:15:20,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58803.0,2024-12-26 18:51:03,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58802.0,2024-12-26 18:50:50,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58801.0,2024-12-26 18:50:40,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58800.0,2024-12-26 18:50:24,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58799.0,2024-12-26 18:50:03,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58798.0,2024-12-26 18:31:09,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58797.0,2024-12-26 18:10:39,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58796.0,2024-12-26 18:08:23,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58795.0,2024-12-26 18:08:05,démarrage,*,12.0,Machine 8 kg,0.0,5,0.0,0,4.5,5.0,0.5
58794.0,2024-12-26 18:07:55,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58793.0,2024-12-26 18:07:20,démarrage,*,14.0,Machine 16 kg,0.0,10,0.0,0,9.0,10.0,1.0
58792.0,2024-12-26 17:45:36,démarrage,*,13.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58791.0,2024-12-26 17:44:40,démarrage,*,11.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58790.0,2024-12-26 17:43:57,démarrage,*,10.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58789.0,2024-12-26 16:44:48,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58788.0,2024-12-26 16:39:34,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58787.0,2024-12-26 16:05:54,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58786.0,2024-12-26 16:05:40,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58785.0,2024-12-26 15:57:20,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58784.0,2024-12-26 15:44:48,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58783.0,2024-12-26 15:32:54,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58782.0,2024-12-26 15:28:03,démarrage,*,23.0,Séchoir ,3.0,0,0.0,0,2.5,3.0,0.5
58781.0,2024-12-26 15:15:19,démarrage,*,14.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58780.0,2024-12-26 15:13:17,démarrage,*,11.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58779.0,2024-12-26 15:09:28,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58778.0,2024-12-26 14:57:24,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58777.0,2024-12-26 14:57:06,démarrage,*,21.0,Séchoir ,3.0,0,0.0,0,2.5,3.0,0.5
58776.0,2024-12-26 14:56:37,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58775.0,2024-12-26 14:56:22,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58774.0,2024-12-26 14:55:51,démarrage,*,22.0,Séchoir ,0.0,20,0.0,0,2.5,20.0,17.5
58773.0,2024-12-26 14:55:39,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58772.0,2024-12-26 14:54:23,démarrage,*,22.0,Séchoir ,0.0,5,0.0,0,2.5,5.0,2.5
58771.0,2024-12-26 14:53:55,démarrage,*,21.0,Séchoir ,0.0,0,0.0,0,2.5,2.7,0.2
58770.0,2024-12-26 14:29:21,démarrage,*,10.0,Machine 8 kg,0.0,5,0.0,0,4.5,5.0,0.5
58769.0,2024-12-26 14:23:43,démarrage,*,13.0,Machine 8 kg,0.0,0,0.0,0,4.5,4.5,0.0
58768.0,2024-12-26 13:43:51,démarrage,*,14.0,Machine 16 kg,9.0,0,0.0,0,9.0,9.0,0.0
58767.0,2024-12-26 13:42:18,démarrage,*,15.0,Machine 16 kg,0.0,20,0.0,0,9.0,20.0,11.0
58766.0,2024-12-26 13:40:56,démarrage,*,12.0,Machine 8 kg,0.0,0,0.0,0,4.5,6.3,1.8
58765.0,2024-12-26 13:38:55,démarrage,*,11.0,Machine 8 kg,0.0,10,0.0,0,4.5,10.0,5.5
58764.0,2024-12-26 12:54:30,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58763.0,2024-12-26 12:53:37,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58762.0,2024-12-26 12:52:42,démarrage,*,23.0,Séchoir ,0.0,10,0.0,0,2.5,10.0,7.5
58761.0,2024-12-26 12:52:00,démarrage,*,13.0,Machine 8 kg,0.0,0,0.0,0,4.5,4.5,0.0
58760.0,2024-12-26 12:51:02,démarrage,*,35.0,Lessive  ,0.0,20,0.0,0,1.2,20.0,18.8
58759.0,2024-12-26 11:26:15,démarrage,*,22.0,Séchoir ,3.0,0,0.0,0,2.5,3.0,0.5
58758.0,2024-12-26 10:42:08,démarrage,*,12.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58757.0,2024-12-26 10:28:38,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58756.0,2024-12-26 10:17:39,distant,*,21.0,Séchoir ,0.0,0,0.0,0,0.0,0.0,0.0
58755.0,2024-12-26 09:44:58,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58754.0,2024-12-26 09:25:19,démarrage,*,22.0,Séchoir ,0.0,10,0.0,0,2.5,10.0,7.5
58753.0,2024-12-26 08:47:34,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58752.0,2024-12-26 06:32:39,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58751.0,2024-12-25 21:01:51,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58750.0,2024-12-25 20:40:14,démarrage,*,12.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58749.0,2024-12-25 20:29:40,démarrage,*,11.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58748.0,2024-12-25 20:28:51,démarrage,*,34.0,Lessive  ,0.0,0,1.2,0,1.2,1.2,0.0
58747.0,2024-12-25 20:05:51,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58746.0,2024-12-25 19:21:01,démarrage,*,11.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58745.0,2024-12-25 18:58:54,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58744.0,2024-12-25 18:58:41,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58743.0,2024-12-25 18:58:26,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58742.0,2024-12-25 18:57:03,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58741.0,2024-12-25 18:56:38,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58740.0,2024-12-25 18:30:33,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58739.0,2024-12-25 18:30:10,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58738.0,2024-12-25 18:25:22,démarrage,*,23.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58737.0,2024-12-25 18:23:44,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58736.0,2024-12-25 18:22:16,démarrage,*,21.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58735.0,2024-12-25 17:45:51,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58734.0,2024-12-25 17:44:45,démarrage,*,14.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58733.0,2024-12-25 17:40:55,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58732.0,2024-12-25 17:39:42,démarrage,*,11.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58731.0,2024-12-25 17:39:25,démarrage,*,34.0,Lessive  ,0.0,0,1.2,0,1.2,1.2,0.0
58730.0,2024-12-25 17:38:39,démarrage,*,34.0,Lessive  ,0.0,0,1.2,0,1.2,1.2,0.0
58729.0,2024-12-25 17:38:07,démarrage,*,10.0,Machine 8 kg,0.0,0,4.5,0,4.5,4.5,0.0
58728.0,2024-12-25 17:26:44,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58727.0,2024-12-25 16:45:19,démarrage,*,15.0,Machine 16 kg,0.0,0,9.0,0,9.0,9.0,0.0
58726.0,2024-12-25 16:41:41,démarrage,*,35.0,Lessive  ,2.0,0,0.0,0,1.2,2.0,0.8
58725.0,2024-12-25 15:17:23,démarrage,*,23.0,Séchoir ,3.0,0,0.0,0,2.5,3.0,0.5
58724.0,2024-12-25 14:46:48,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
58723.0,2024-12-25 14:44:15,démarrage,*,21.0,Séchoir ,0.0,5,0.0,0,2.5,5.0,2.5
58722.0,2024-12-25 13:50:29,démarrage,*,22.0,Séchoir ,0.0,0,2.5,0,2.5,2.5,0.0
58721.0,2024-12-25 13:49:43,démarrage,*,13.0,Machine 8 kg,0.0,5,0.0,0,4.5,5.0,0.5
58720.0,2024-12-25 12:06:56,démarrage,*,22.0,Séchoir ,0.0,0,0.0,0,2.5,2.6,0.1
58719.0,2024-12-25 12:04:30,démarrage,*,23.0,Séchoir ,0.0,0,0.0,0,2.5,2.5,0.0
